2022-09-09 20:33:01.107 [SpringApplicationShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - [close,2146] - {dataSource-3} closed
2022-09-09 20:33:05.501 [restartedMain] INFO  com.newboot.shop.admin.ShopAdminApplication - [logStarting,55] - Starting ShopAdminApplication using Java 1.8.0_251 on DESKTOP-B6JBAVC with PID 12772 (D:\Git\Gitee\shop-springboot\shop-admin\target\classes started by Afterwards in D:\Git\Gitee\shop-springboot)
2022-09-09 20:33:05.503 [restartedMain] INFO  com.newboot.shop.admin.ShopAdminApplication - [logStartupProfileInfo,640] - The following 1 profile is active: "dev"
2022-09-09 20:33:07.558 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-28078"]
2022-09-09 20:33:07.559 [restartedMain] INFO  org.apache.catalina.core.StandardService - [log,173] - Starting service [Tomcat]
2022-09-09 20:33:07.559 [restartedMain] INFO  org.apache.catalina.core.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.64]
2022-09-09 20:33:07.681 [restartedMain] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - [log,173] - Initializing Spring embedded WebApplicationContext
2022-09-09 20:33:07.756 [restartedMain] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - [dataSource,56] - Init DruidDataSource
2022-09-09 20:33:08.010 [restartedMain] INFO  com.alibaba.druid.pool.DruidDataSource - [init,995] - {dataSource-1} inited
2022-09-09 20:33:08.585 [restartedMain] INFO  com.newboot.shop.admin.config.ThreadPoolConfig - [taskExecutor,66] - class com.newboot.shop.admin.config.ThreadPoolConfig set ThreadPoolTaskExecutor.
2022-09-09 20:33:08.587 [restartedMain] INFO  com.newboot.shop.admin.config.ThreadPoolConfig - [taskExecutor,86] - class com.newboot.shop.admin.config.ThreadPoolConfig set ThreadPoolTaskExecutor completed.
2022-09-09 20:33:12.450 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-28078"]
2022-09-09 20:33:12.486 [restartedMain] INFO  com.newboot.shop.admin.ShopAdminApplication - [logStarted,61] - Started ShopAdminApplication in 7.611 seconds (JVM running for 8.844)
2022-09-09 20:33:12.561 [RMI TCP Connection(5)-192.168.2.107] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-09-09 20:45:45.558 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:45:45.558 [http-nio-28078-exec-7] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:45:45.558 [http-nio-28078-exec-3] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:45:45.622 [http-nio-28078-exec-7] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:45:45.622 [http-nio-28078-exec-10] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:45:45.622 [http-nio-28078-exec-3] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
2022-09-09 20:47:42.073 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:47:42.075 [http-nio-28078-exec-6] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:47:42.077 [http-nio-28078-exec-5] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,43] - checking username:admin
2022-09-09 20:47:42.080 [http-nio-28078-exec-8] INFO  c.n.s.s.component.JwtAuthenticationTokenFilter - [doFilterInternal,49] - authenticated user:admin
